OBJECTID,FCODE,STR_NAME,STR_TYPE,FULL_NAME,MUN_CODE,FROM_STR,TO_STR,STR_DIR,STR_STATUS,ST_CLASS,OWN,DATE_ACCEPT,STR_REM,FLAGS,PSAB_CODE,FDMID,ROUTE_ID,FROM_LEFT,TO_LEFT,FROM_RIGHT,TO_RIGHT,OLD_FDMID,GSA_LEFT,GSA_RIGHT,PAR_LEFT,PAR_RIGHT,STR_CODE_L,STR_CODE_R,ASSETID,ADDDATE,MODDATE,ORIGIN_DATE,MAINTENANCE,Shape_Length
599,RRRD,GARVEY,CRT,GARVEY CRT,HRM,PUNCHEON WAY,END,BOTH,OPEN,LOCAL STREET,HRM,12/10/2025 0:00:00,,,SD,700500165,6933,48,144,47,143,,BEDFORD,BEDFORD,EL,OR,67189,67189,ST50165,8/5/2025 14:49:02,8/18/2025 17:07:45,,WSZ3,210.630476383345922
600,RRRD,LAMONT POWER,AVE,LAMONT POWER AVE,HRM,BURNSIDE DR,END,BOTH,OPEN,LOCAL STREET,HRM,10/17/2025 0:00:00,,,CS,700500446,6945,2,34,1,33,,DARTMOUTH,DARTMOUTH,EL,OR,67202,67202,ST50446,10/23/2025 13:22:30,10/24/2025 18:45:41,,NPS,170.178580688540393
601,RRRD,LINCOLN,CRSS,LINCOLN CRSS,HRM,LINCOLN CRSS,CHARTWELL LANE,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CA,300000459,70,10,24,11,25,0,HALIFAX,HALIFAX,EL,OR,865,865,ST1295,12/5/2001 0:00:00,,,W3,29.251331204176829
602,RRRDCE60,COW BAY,RD,COW BAY RD,HRM,KINSALE CRT,GARRISON DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700006225,733,226,256,227,257,0,EASTERN PASSAGE,EASTERN PASSAGE,EL,OR,10239,10239,ST2608,9/17/2001 0:00:00,7/22/2016 0:00:00,,WSZ1,158.297954272395913
603,RRRDCE60,COW BAY,RD,COW BAY RD,HRM,COW BAY RD,DYKE RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,200001813,733,896,946,897,947,200001817,COW BAY,COW BAY,EL,OR,7352,7352,ST9884,9/17/2001 0:00:00,,,WSZ1,224.407624304752574
604,RRRDCE60,COW BAY,RD,COW BAY RD,HRM,JAKEMANS HILL,BRODES RD,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CR,700003896,733,1666,1882,1667,1883,0,COW BAY,COW BAY,EL,OR,7352,7352,ST149,9/17/2001 0:00:00,10/19/2020 0:00:00,,WSZ1,971.078520736639121
605,RRRDCD60,MAIN,RD,MAIN RD,HRM,TIDEWINDS LANE,HENNEBERRY DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,200002655,798,1452,1470,1453,1469,0,EASTERN PASSAGE,EASTERN PASSAGE,EL,OR,10623,10623,ST13678,9/17/2001 0:00:00,6/5/2014 0:00:00,,WSZ1,87.430138383066378
606,RRRDCD60,MAIN,RD,MAIN RD,HRM,HENNEBERRY DR,SILVERS LANE,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,200001758,798,1472,1500,1471,1501,700011165,EASTERN PASSAGE,EASTERN PASSAGE,EL,OR,10623,10623,ST4948,9/17/2001 0:00:00,12/8/2020 0:00:00,,WSZ1,146.600922888995171
607,RRRD,LACEWOOD,DR,LACEWOOD DR,HRM,BRAEMOUNT DR,LINCOLN CRSS,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,CA,300000458,87,216,242,217,243,0,HALIFAX,HALIFAX,EL,OR,462,462,ST8303,12/11/2001 0:00:00,,,W3,298.185448977983128
608,RRRD,LACEWOOD,DR,LACEWOOD DR,HRM,LINCOLN CRSS,DUNBRACK ST,BOTH,OPEN,MAJOR COLLECTOR,HRM,,,,DM,700005245,87,246,252,247,253,0,HALIFAX,HALIFAX,EL,OR,462,462,ST11850,12/11/2001 0:00:00,,,W3,68.362543170214849
609,RRRD,LACEWOOD,DR,LACEWOOD DR,HRM,RADCLIFFE DR,LACEWOOD DR,FOTD,OPEN,ARTERIAL,HRM,,,,DM,700005288,87R,310,316,0,0,0,HALIFAX,HALIFAX,EL,NAR,462,462,ST15750,12/11/2001 0:00:00,,,W3,137.847948594006994
610,RRRD,WARWICK,LANE,WARWICK LANE,HRM,RADCLIFFE DR,,BOTH,OPEN,LOCAL STREET,HRM,,,,DM,300000439,89,2,20,1,21,0,HALIFAX,HALIFAX,EL,OR,1055,1055,ST692,12/4/2001 0:00:00,,,W3,205.364175511047137
611,RRRDLJ60,KAREN,DR,KAREN DR,HRM,AFFIRMATIVE DR,TARANAKI DR,BOTH,OPEN,LOCAL STREET,HRM,,,,CA,700500465,910,30,42,29,43,200002374,WESTPHAL,WESTPHAL,EL,OR,7895,7895,ST50465,10/24/2025 13:49:46,10/24/2025 13:55:48,,WSZ1,114.515359087149164
612,RRRD,TA41,RD,TA41 RD,HRM,GASTON RD,GASTON RD,FOTD,OPEN,,HRM,,GASTON ROAD TURNING LOOP,,DM,700500541,9459,0,0,0,0,700010502,DARTMOUTH,DARTMOUTH,NAR,NAR,89959,89959,ST50541,12/8/2025 17:23:25,12/8/2025 17:23:25,,NPS,22.378012889549133
613,RRRD,LISA ANN,DR,LISA ANN DR,HRM,MICHELLE DR,DAISYWAY LANE,BOTH,OPEN,LOCAL STREET,HRM,6/1/2022 0:00:00,,,CA,400000259,960,2,72,1,71,0,LAWRENCETOWN,LAWRENCETOWN,EL,OR,8037,8037,ST9696,9/28/2001 0:00:00,3/26/2025 13:35:25,,WSZ1,708.380342130301074
614,RRRDLJ60,BEDFORD,HWY,BEDFORD HWY,HRM,MILLVIEW AVE,ESQUIRE LANE,BOTH,OPEN,ARTERIAL,HRM,,,,CA,100001785,97,782,790,783,789,0,BEDFORD,BEDFORD,EL,OR,5015,5015,ST6000,10/31/2001 0:00:00,11/27/2015 0:00:00,,WSZ3,78.202761535167639
615,RRRDLJ60,BEDFORD,HWY,BEDFORD HWY,HRM,BEDFORD HWY,HAMMONDS PLAINS RD,BOTH,OPEN,ARTERIAL,HRM,,,,CS,100001790,97,928,944,929,945,0,BEDFORD,BEDFORD,EL,OR,5015,5015,ST1889,10/29/2001 0:00:00,,,WSZ3,96.111536397974163
616,RRRDLJ60,SALMON RIVER,DR,SALMON RIVER DR,HRM,SHANNON DR,CHATER DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CA,200003033,974,184,272,185,271,0,WESTPHAL,WESTPHAL,EL,OR,10843,10843,ST9121,9/28/2001 0:00:00,2/1/2016 0:00:00,,WSZ1,414.133675909832732
617,RRRDLJ60,SALMON RIVER,DR,SALMON RIVER DR,HRM,HIGHWAY 7,CHATER DR,BOTH,OPEN,MINOR COLLECTOR,HRM,,,,CA,200003077,974,274,300,273,299,0,WESTPHAL,WESTPHAL,EL,OR,10843,10843,ST13580,9/28/2001 0:00:00,2/1/2016 0:00:00,,WSZ1,114.866256752354047
618,RRRDLG60,MINEVILLE,RD,MINEVILLE RD,HRM,MINEVILLE RD,PETER CRT,BOTH,OPEN,MAJOR COLLECTOR,HRM,6/1/2022 0:00:00,,,CR,400000348,991,278,348,279,349,0,MINEVILLE,MINEVILLE,EL,OR,15614,15614,ST2330,12/18/2001 0:00:00,6/1/2022 18:57:23,,WSZ1,285.234067455320087
619,RRRDLG60,MINEVILLE,RD,MINEVILLE RD,HRM,WISHINGCOVE RD,MINEVILLE RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,6/1/2022 0:00:00,,,CR,700000429,991,1100,1298,1101,1299,400001048,MINEVILLE,MINEVILLE,EL,OR,15614,15614,ST11374,10/1/2001 0:00:00,5/27/2022 18:06:56,,WSZ1,806.225670644209686
620,RRRDLG60,MINEVILLE,RD,MINEVILLE RD,HRM,ROSEHIP LANE,MINEVILLE RD,BOTH,OPEN,MAJOR COLLECTOR,HRM,6/1/2022 0:00:00,,GSA,DM,700009666,991,182,204,183,205,,LAKE ECHO,EAST PRESTON,EL,OR,8226,16384,ST17156,4/17/2014 0:00:00,6/1/2022 19:03:55,,WSZ1,100.658328496378445
621,RRRDLG60,MINEVILLE,RD,MINEVILLE RD,HRM,COTTONTAIL LANE,DEERWOOD DR,BOTH,OPEN,MAJOR COLLECTOR,HRM,6/1/2022 0:00:00,,,CR,400000347,991,390,434,391,435,0,MINEVILLE,MINEVILLE,EL,OR,15614,15614,ST13861,9/27/2001 0:00:00,5/27/2022 18:06:52,,WSZ1,203.901046460911687
