"OBJECTID","STR_CODE","STR_NAME","STR_TYPE","GSA_NAME","FULL_NAME","STR_STATUS","OWN","DATE_ACCEPT","PST_CLASS","SOURCE","FDMID","FROM_STREET","TO_STREET","SHAPE_LENGTH","SHORT_DESC","LONG_DESC","SURF_MAT","SDI","PAVE_WIDTH","RATE_DATE","NUM_CURB","WIDTH2","BASEVAL","SURFVAL","OLD_FDMID","DATE_RET","DATE_REV","DATE_ACT","SYS_DATE"
"11121","0","CONNOLLY","ST","HALIFAX","CONNOLLY ST","OPEN","HRM","","LOCAL STREET","CA","300001044","","","105.25889369","CONNOLLY ST (YOUNG ST TO BAYERS RD)","CONNOLLY ST (HALIFAX)","ASPHALT","4.24400000","8.00000000","2013-06-20","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-21","2020-11-09"
"11122","0","PELZANT","ST","DARTMOUTH","PELZANT ST","OPEN","HRM","","LOCAL STREET","DM","200002444","","","64.98064814","PELZANT ST (WINDMILL RD TO BLIGH ST)","PELZANT ST (DARTMOUTH)","ASPHALT","7.32300000","9.00000000","2013-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-14","2020-11-09"
"11123","0","COBEQUID","RD","LOWER SACKVILLE","COBEQUID RD","OPEN","HRM","","MAJOR COLLECTOR","CR","700003529","","","55.59971002","COBEQUID RD (SETTLERS LANE TO MANSFIELD LANE)","COBEQUID RD (LOWER SACKVILLE)","ASPHALT","9.84400000","6.10000000","2014-01-17","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-03","2021-10-26"
"11124","0","COW BAY","RD","EASTERN PASSAGE","COW BAY RD","OPEN","HRM","","MAJOR COLLECTOR","DM","700006224","","","93.72936130","COW BAY RD (YORKS LANE TO RIDDING RD)","COW BAY RD (EASTERN PASSAGE)","ASPHALT","9.84400000","7.50000000","2016-05-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-17","2022-09-12"
"11125","0","BREEZE","DR","DARTMOUTH","BREEZE DR","OPEN","HRM","","MAJOR COLLECTOR","CR","700003102","","","149.28807041","BREEZE DR (CALEDONIA RD TO LOMBARDY LANE)","BREEZE DR (DARTMOUTH)","ASPHALT","8.37900000","14.00000000","2014-10-10","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-24","2022-09-12"
"11126","0","JON JACQUES","CRT","BEDFORD","JON JACQUES CRT","OPEN","HRM","","LOCAL STREET","CA","100001703","","","181.55625387","JON JACQUES CRT (OCEANVIEW DR TO END)","JON JACQUES CRT (BEDFORD)","ASPHALT","7.40200000","7.00000000","2014-09-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-14","2020-11-09"
"11127","0","ROBERT MURPHY","DR","HALIFAX","ROBERT MURPHY DR","OPEN","HRM","","LOCAL STREET","CA","300001497","","","254.84418428","ROBERT MURPHY DR (DOUG SMITH DR TO PETER LOWE AVE)","ROBERT MURPHY DR (HALIFAX)","ASPHALT","8.29100000","9.00000000","2015-09-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-04","2020-11-09"
"11128","0","PARK","AVE","DARTMOUTH","PARK AVE","OPEN","HRM","","LOCAL STREET","DM","200001979","","","92.71259795","PARK AVE (KING ST TO WENTWORTH ST)","PARK AVE (DARTMOUTH)","ASPHALT","6.29200000","11.00000000","2015-07-08","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-14","2021-01-15"
"11129","0","TITUS","ST","HALIFAX","TITUS ST","OPEN","HRM","","MAJOR COLLECTOR","CA","300000683","","","49.65023450","TITUS ST (ALMA CRES TO ASHDALE AVE)","TITUS ST (HALIFAX)","ASPHALT","6.49000000","8.00000000","2014-08-14","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-11","2020-11-09"
"11130","0","DUBLIN","ST","HALIFAX","DUBLIN ST","OPEN","HRM","","LOCAL STREET","CA","300001064","","","77.89863908","DUBLIN ST (BERLIN ST TO ALMON ST)","DUBLIN ST (HALIFAX)","ASPHALT","7.77200000","9.00000000","2015-10-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-28","2020-11-09"
"11131","0","AMELIA","PL","DARTMOUTH","AMELIA PL","OPEN","HRM","","LOCAL STREET","DM","200002458","","","67.37486555","AMELIA PL (FOSTON ST TO END)","AMELIA PL (DARTMOUTH)","ASPHALT","8.89100000","9.00000000","2014-09-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-02","2020-11-09"
"11132","0","SUMMIT","ST","HALIFAX","SUMMIT ST","OPEN","HRM","","LOCAL STREET","CA","300001369","","","219.28115881","SUMMIT ST (OXFORD ST TO CONNOLLY ST)","SUMMIT ST (HALIFAX)","ASPHALT","8.42500000","9.00000000","2015-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-28","2020-11-09"
"11133","0","FRAZEE","AVE","DARTMOUTH","FRAZEE AVE","OPEN","HRM","","LOCAL STREET","SD","700003208","","","232.13986483","FRAZEE AVE (DOREY AVE TO JOHN SAVAGE AVE)","FRAZEE AVE (DARTMOUTH)","ASPHALT","7.83900000","10.20000000","2014-10-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-20","2020-11-09"
"11134","0","VEITH","ST","HALIFAX","VEITH ST","OPEN","HRM","","LOCAL STREET","CA","300000314","","","172.98740428","VEITH ST (HANOVER ST TO RICHMOND ST)","VEITH ST (HALIFAX)","ASPHALT","7.78200000","8.00000000","2013-04-30","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-23","2020-11-09"
"11135","0","GLADSTONE","ST","HALIFAX","GLADSTONE ST","OPEN","HRM","","LOCAL STREET","CS","300000917","","","139.69889337","GLADSTONE ST (WINDSOR TERR TO ALMON ST)","GLADSTONE ST (HALIFAX)","ASPHALT","4.94600000","9.00000000","2013-05-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-22","2020-11-09"
"11136","0","LANCASTER","DR","HALIFAX","LANCASTER DR","OPEN","HRM","1998-05-22","LOCAL STREET","DM","300002759","","","61.26265109","LANCASTER DR (WEMBLEY PL TO LANSHAW CL)","LANCASTER DR (HALIFAX)","ASPHALT","7.88100000","9.00000000","2015-10-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2020-11-09"
"11137","0","KNIGHTSRIDGE","DR","HALIFAX","KNIGHTSRIDGE DR","OPEN","HRM","","MINOR COLLECTOR","CA","300002983","","","157.82244625","KNIGHTSRIDGE DR (DUNBRACK ST TO CAMELOT LANE)","KNIGHTSRIDGE DR (HALIFAX)","PCC","6.73300000","15.00000000","2015-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-05","2020-11-09"
"11138","0","WAVERLEY","RD","DARTMOUTH","WAVERLEY RD","OPEN","HRM","","MAJOR COLLECTOR","DM","200001630","","","146.10610736","WAVERLEY RD (MICMAC DR TO EVANS CRT)","WAVERLEY RD (DARTMOUTH)","ASPHALT","7.16700000","12.00000000","2014-11-06","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-24","2022-09-12"
"11139","0","BEAVER BANK","RD","BEAVER BANK","BEAVER BANK RD","OPEN","HRM","","ARTERIAL","CA","100001732","","","172.72119240","BEAVER BANK RD (EARL GORDON DR TO DOUGLAS DR)","BEAVER BANK RD (BEAVER BANK)","ASPHALT","7.56700000","7.00000000","2014-08-26","0","10.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-11","2020-11-09"
"11140","0","ASHBURN","AVE","HALIFAX","ASHBURN AVE","OPEN","HRM","","LOCAL STREET","CA","300001051","","","88.08173365","ASHBURN AVE (SPRUCE ST TO BAYERS RD)","ASHBURN AVE (HALIFAX)","BST","7.08800000","11.00000000","2013-06-25","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-06","2020-11-09"
"11141","0","EDWARD","ST","HALIFAX","EDWARD ST","OPEN","HRM","","LOCAL STREET","CA","300001801","","","136.42513229","EDWARD ST (BINNEY ST TO JUBILEE RD)","EDWARD ST (HALIFAX)","ASPHALT","9.84400000","8.00000000","2015-01-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-12","2020-11-09"
"11142","0","BLISS","ST","HALIFAX","BLISS ST","OPEN","HRM","","LOCAL STREET","CA","300001911","","","79.43114142","BLISS ST (EDWARD ST TO HENRY ST)","BLISS ST (HALIFAX)","ASPHALT","3.54500000","9.00000000","2015-10-16","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-06","2020-11-09"
"11143","0","MAYFAIR","AVE","LOWER SACKVILLE","MAYFAIR AVE","OPEN","HRM","","LOCAL STREET","DM","100000453","","","117.81128035","MAYFAIR AVE (COCKBURN DR TO RAYMOND DR)","MAYFAIR AVE (LOWER SACKVILLE)","ASPHALT","1.16700000","9.10000000","2015-07-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-20","2020-11-09"
"11144","0","CALDWELL","RD","COLE HARBOUR","CALDWELL RD","OPEN","HRM","","MAJOR COLLECTOR","DM","200003120","","","312.85289965","CALDWELL RD (ASTRAL DR TO MORRIS LAKE DR)","CALDWELL RD (COLE HARBOUR)","ASPHALT","8.58900000","11.00000000","2014-05-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"11145","0","VIENNA","ST","HALIFAX","VIENNA ST","OPEN","HRM","","LOCAL STREET","CA","300001223","","","200.19569736","VIENNA ST (DUBLIN ST TO OXFORD ST)","VIENNA ST (HALIFAX)","ASPHALT","4.02300000","9.00000000","2013-05-03","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-25","2020-11-09"
"11146","0","PEDDARS","WAY","DARTMOUTH","PEDDARS WAY","OPEN","HRM","","LOCAL STREET","DM","200000865","","","78.43673182","PEDDARS WAY (FOXGROVE LANE TO BECKFOOT DR)","PEDDARS WAY (DARTMOUTH)","ASPHALT","9.11200000","11.00000000","2014-08-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-01","2020-11-09"
"11147","99999","ISLAND VIEW","DR","BOUTILIERS POINT","ISLAND VIEW DR","OPEN","HRM","2022-06-01","LOCAL STREET","CR","700001909","","","65.59554345","","ISLAND VIEW DR (BOUTILIERS POINT)","","","","","","","","","700001192.00000000","","2025-03-05","2001-11-13","2022-05-31"
"11148","0","AUSTEN","DR","DARTMOUTH","AUSTEN DR","OPEN","HRM","","LOCAL STREET","DM","200002467","","","75.07813266","AUSTEN DR (ELLEN DR TO EDMOND DR)","AUSTEN DR (DARTMOUTH)","ASPHALT","7.91100000","8.00000000","2015-11-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-30","2022-09-12"
"11149","0","QUINPOOL","RD","HALIFAX","QUINPOOL RD","OPEN","HRM","","ARTERIAL","CS","300001684","","","22.35865716","QUINPOOL RD (ELM ST TO ROSEBANK AVE)","QUINPOOL RD (HALIFAX)","ASPHALT","10.00000000","14.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-02","2020-11-09"
"11150","0","CHISHOLM","AVE","HALIFAX","CHISHOLM AVE","OPEN","HRM","","LOCAL STREET","CA","300000725","","","113.13700913","CHISHOLM AVE (MICMAC ST TO MCALPINE AVE)","CHISHOLM AVE (HALIFAX)","ASPHALT","5.60100000","11.00000000","2013-06-24","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-06","2020-11-09"
"11151","0","TAKOUHIE","CRT","EASTERN PASSAGE","TAKOUHIE CRT","OPEN","HRM","2008-01-14","LOCAL STREET","DM","700005890","","","81.13161336","TAKOUHIE CRT (KEYPORT AVE TO END)","TAKOUHIE CRT (EASTERN PASSAGE)","ASPHALT","9.11200000","8.30000000","2014-09-06","2","0.00000000","0.00000000","0.00000000","","","2025-03-05","2007-10-25","2022-09-12"
"11152","0","AIKENS","AVE","HALIFAX","AIKENS AVE","OPEN","HRM","","LOCAL STREET","CA","300001344","","","173.14289178","AIKENS AVE (ROMANS AVE TO ARCHIBALD AVE)","AIKENS AVE (HALIFAX)","BST","6.04400000","11.00000000","2013-05-07","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-29","2020-11-09"
"11153","0","ROSEMOUNT","AVE","HALIFAX","ROSEMOUNT AVE","OPEN","HRM","","LOCAL STREET","DM","700007317","","","48.32601144","","ROSEMOUNT AVE (HALIFAX)","ASPHALT","6.89100000","9.00000000","2013-06-27","2","0.00000000","0.00000000","0.00000000","300001603.00000000","","2025-03-05","2001-12-31","2022-09-12"
"11154","0","BARRINGTON","ST","HALIFAX","BARRINGTON ST","OPEN","HRM","","ARTERIAL","CR","300000298","","","178.36240493","BARRINGTON ST (HANOVER ST TO RICHMOND ST)","BARRINGTON ST (HALIFAX)","ASPHALT","9.84400000","12.00000000","2013-12-04","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-23","2020-11-09"
"11155","0","CASTLE HILL","DR","HALIFAX","CASTLE HILL DR","OPEN","HRM","","LOCAL STREET","CA","300002731","","","304.35850407","CASTLE HILL DR (DOWNING ST TO ARMSTRONG CRT)","CASTLE HILL DR (HALIFAX)","ASPHALT","9.50877084","9.00000000","2015-09-02","0","12.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-28","2020-11-09"
"11156","0","QUINPOOL","RD","HALIFAX","QUINPOOL RD","OPEN","HRM","","ARTERIAL","CA","300001632","","","80.98089208","QUINPOOL RD (OXFORD ST TO KLINE ST)","QUINPOOL RD (HALIFAX)","ASPHALT","10.00000000","14.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-02","2020-11-09"
"11157","0","HAMPSHIRE","CRES","TIMBERLEA","HAMPSHIRE CRES","OPEN","HRM","","LOCAL STREET","DM","300003126","","","60.21502640","HAMPSHIRE CRES (CLARE CRT TO END)","HAMPSHIRE CRES (TIMBERLEA)","ASPHALT","9.62300000","9.00000000","2015-08-25","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-03","2022-09-12"
"11158","0","DYKE","RD","COW BAY","DYKE RD","OPEN","HRM","","MAJOR COLLECTOR","CA","200001822","","","106.31772228","DYKE RD (BRAESIDE AVE TO FREDERICK DR)","DYKE RD (COW BAY)","ASPHALT","7.44700000","6.10000000","2013-12-09","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-17","2022-09-12"
"11159","0","OXFORD","ST","HALIFAX","OXFORD ST","OPEN","HRM","","MAJOR COLLECTOR","DM","300001006","","","79.52305286","OXFORD ST (LIVERPOOL ST TO CORK ST)","OXFORD ST (HALIFAX)","ASPHALT","10.00000000","12.00000000","2016-01-26","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-21","2020-11-09"
"11160","0","HAMMONDS PLAINS","RD","UPPER TANTALLON","HAMMONDS PLAINS RD","OPEN","HRM","2006-04-01","ARTERIAL","DM","700005616","","","45.06335644","HAMMONDS PLAINS RD (HAMMONDS PLAINS RD TO WESTWOOD BLVD)","HAMMONDS PLAINS RD (UPPER TANTALLON)","ASPHALT","9.84400000","11.00000000","2013-11-21","0","14.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-09","2020-11-09"
"11161","0","GUYSBOROUGH","AVE","DARTMOUTH","GUYSBOROUGH AVE","OPEN","HRM","","LOCAL STREET","DM","200002646","","","233.54576209","GUYSBOROUGH AVE (SHAWINIGAN RD TO WOODLAWN RD)","GUYSBOROUGH AVE (DARTMOUTH)","ASPHALT","7.63500000","9.10000000","2014-06-16","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-25","2022-09-12"
"11162","0","MACLEAN","AVE","DARTMOUTH","MACLEAN AVE","OPEN","HRM","","LOCAL STREET","DM","200002028","","","156.08025382","MACLEAN AVE (BROWNLOW AVE TO EILEEN STUBBS AVE)","MACLEAN AVE (DARTMOUTH)","ASPHALT","6.38000000","9.00000000","2014-10-29","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-23","2020-11-09"
"11164","0","CATHERINE","ST","DARTMOUTH","CATHERINE ST","OPEN","HRM","","LOCAL STREET","DM","200000294","","","87.96770661","CATHERINE ST (COURTNEY RD TO ALFRED ST)","CATHERINE ST (DARTMOUTH)","ASPHALT","8.97900000","9.00000000","2015-07-08","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-19","2020-11-09"
"11165","0","GOVERNORS LAKE","DR","TIMBERLEA","GOVERNORS LAKE DR","OPEN","HRM","","LOCAL STREET","DM","300003195","","","81.01541956","GOVERNORS LAKE DR (ST MARGARETS BAY RD TO LAKEHIGH CRES)","GOVERNORS LAKE DR (TIMBERLEA)","ASPHALT","8.35800000","9.00000000","2013-11-21","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-03","2022-09-12"
"11166","0","RUSSELL","ST","HALIFAX","RUSSELL ST","OPEN","HRM","","LOCAL STREET","CA","300000530","","","248.96114652","RUSSELL ST (VINCENT ST TO GOTTINGEN ST)","RUSSELL ST (HALIFAX)","ASPHALT","4.98900000","9.00000000","2014-09-25","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-17","2020-11-09"
"11167","0","EAGLE","LANE","COLE HARBOUR","EAGLE LANE","OPEN","HRM","","LOCAL STREET","DM","200001190","","","315.74910310","EAGLE LANE (CHERRYWOOD DR TO DELTA DR)","EAGLE LANE (COLE HARBOUR)","ASPHALT","5.19900000","9.00000000","2014-05-15","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-25","2022-09-12"
"11168","0","ARGUS","DR","DARTMOUTH","ARGUS DR","OPEN","HRM","","LOCAL STREET","DM","200002463","","","89.78023719","ARGUS DR (TUTOR CRT TO LANCASTER DR)","ARGUS DR (DARTMOUTH)","ASPHALT","7.45900000","11.00000000","2015-10-30","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-19","2020-11-09"
"11169","0","SHREWSBURY","RD","COLE HARBOUR","SHREWSBURY RD","OPEN","HRM","","LOCAL STREET","DM","200001875","","","96.90175910","SHREWSBURY RD (WOODBURY DR TO COVEY CRT)","SHREWSBURY RD (COLE HARBOUR)","ASPHALT","3.92700000","9.00000000","2014-05-13","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-21","2022-09-12"
"11170","0","CORNWALL","ST","HALIFAX","CORNWALL ST","OPEN","HRM","","LOCAL STREET","CA","300001843","","","206.31584551","CORNWALL ST (PRESTON ST TO OXFORD ST)","CORNWALL ST (HALIFAX)","ASPHALT","6.56800000","9.00000000","2014-09-23","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-10","2020-11-09"
"11171","0","DOWNEY","RD","NORTH PRESTON","DOWNEY RD","OPEN","HRM","","LOCAL STREET","CR","700003171","","","35.80008255","DOWNEY RD (ALEX LANE TO WILLIS LANE)","DOWNEY RD (NORTH PRESTON)","ASPHALT","6.84300000","6.10000000","2015-11-03","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-04","2022-09-12"
"11172","0","JOAN","DR","BEAVER BANK","JOAN DR","OPEN","HRM","2002-12-18","LOCAL STREET","DM","700001859","","","456.61540455","JOAN DR (MONARCH DR TO RIVENDALE DR)","JOAN DR (BEAVER BANK)","ASPHALT","7.33400000","6.40000000","2015-06-17","0","9.40000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2002-11-14","2020-11-09"
"11173","0","BUNDY","LANE","CHERRY BROOK","BUNDY LANE","OPEN","HRM","","LOCAL STREET","CA","200003016","","","722.08986476","BUNDY LANE (CHERRY BROOK RD TO END)","BUNDY LANE (CHERRY BROOK)","ASPHALT","5.59900000","6.10000000","2017-03-01","0","9.10000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-04","2022-09-12"
"11174","0","HARDISTY","CRT","COLE HARBOUR","HARDISTY CRT","OPEN","HRM","","LOCAL STREET","DM","200002836","","","486.59458084","","HARDISTY CRT (COLE HARBOUR)","ASPHALT","9.80000000","9.00000000","2015-11-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-24","2022-09-12"
"11175","0","AVENUE DU PORTAGE","","DARTMOUTH","AVENUE DU PORTAGE","OPEN","HRM","","MAJOR COLLECTOR","DM","200000014","","","192.82904864","AVENUE DU PORTAGE (MADELINE PL TO ST CLAIR AVE)","AVENUE DU PORTAGE (DARTMOUTH)","ASPHALT","9.84400000","15.00000000","2014-10-10","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-22","2022-09-12"
"11176","0","LANCASTER","DR","HALIFAX","LANCASTER DR","OPEN","HRM","1998-05-22","LOCAL STREET","CA","300003386","","","65.88884583","LANCASTER DR (KINGSLEY CL TO WOODSMERE CL)","LANCASTER DR (HALIFAX)","ASPHALT","7.68100000","9.00000000","2015-10-05","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-04","2020-11-09"
"11177","0","HAMPTON","GRN","COLE HARBOUR","HAMPTON GRN","OPEN","HRM","","MINOR COLLECTOR","DM","200001298","","","113.25745285","HAMPTON GRN (HOLLYOAKE LANE TO HOLLYOAKE LANE)","HAMPTON GRN (COLE HARBOUR)","ASPHALT","9.84400000","8.30000000","2015-01-20","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-25","2022-09-12"
"11178","0","DAKIN","DR","HALIFAX","DAKIN DR","OPEN","HRM","","LOCAL STREET","CA","300000038","","","748.25337976","DAKIN DR (KEARNEY LAKE RD TO BEDFORD HWY)","DAKIN DR (HALIFAX)","BST","5.90600000","5.00000000","2015-10-06","0","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-28","2020-11-09"
"11179","0","NOVAWOOD","DR","DARTMOUTH","NOVAWOOD DR","OPEN","HRM","","LOCAL STREET","DM","200000644","","","198.10306394","NOVAWOOD DR (EVERETTE ST TO END)","NOVAWOOD DR (DARTMOUTH)","ASPHALT","6.82300000","8.00000000","2014-05-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-18","2022-09-12"
"11180","0","KINGSMERE","PL","HAMMONDS PLAINS","KINGSMERE PL","OPEN","HRM","2006-04-01","LOCAL STREET","DM","600000912","","","116.29043278","KINGSMERE PL (WESTWIND DR TO PINETREE CRES)","KINGSMERE PL (HAMMONDS PLAINS)","ASPHALT","7.13800000","9.00000000","2015-06-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-06-28","2020-11-09"
"11181","0","LAKE","DR","BEDFORD","LAKE DR","OPEN","HRM","","LOCAL STREET","DM","100000517","","","68.21818537","LAKE DR (FOREST LANE TO MILL CRT)","LAKE DR (BEDFORD)","ASPHALT","4.70000000","9.10000000","2014-09-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-14","2020-11-09"
"11182","0","COLE HARBOUR","RD","COLE HARBOUR","COLE HARBOUR RD","OPEN","HRM","","ARTERIAL","DM","200000232","","","48.57673725","COLE HARBOUR RD (JOHN STEWART DR TO BISSETT RD)","COLE HARBOUR RD (COLE HARBOUR)","ASPHALT","9.84400000","18.50000000","2016-01-12","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-25","2022-09-12"
"11183","0","DAISY","DR","BEAVER BANK","DAISY DR","OPEN","HRM","2019-03-07","LOCAL STREET","DM","100000417","","","178.05770328","DAISY DR (ERNEST AVE to SPLINTER CRT)","DAISY DR (BEAVER BANK)","ASPHALT","7.16600000","7.00000000","2013-10-24","0","10.00000000","0.00000000","0.00000000","0.00000000","2019-03-14","2025-03-05","2001-12-10","2023-01-30"
"11184","0","FALL RIVER","RD","FALL RIVER","FALL RIVER RD","OPEN","HRM","","MAJOR COLLECTOR","CA","100000363","","","190.67335387","FALL RIVER RD (ARNOLD DR TO JAMIESON DR)","FALL RIVER RD (FALL RIVER)","ASPHALT","9.53200000","7.50000000","2013-11-28","1","9.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-27","2020-11-09"
"11185","0","BEECH HILL","DR","FALL RIVER","BEECH HILL DR","OPEN","HRM","","LOCAL STREET","DM","100000940","","","385.30712264","BEECH HILL DR (HOWE AVE TO LAURA CRT)","BEECH HILL DR (FALL RIVER)","ASPHALT","7.52500000","9.00000000","2013-10-28","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-12","2020-11-09"
"11186","0","CHARLES","ST","HALIFAX","CHARLES ST","OPEN","HRM","","LOCAL STREET","DM","300001214","","","82.67404610","CHARLES ST (WINDSOR ST TO ST MATTHIAS ST)","CHARLES ST (HALIFAX)","ASPHALT","4.96200000","9.00000000","2013-05-01","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-04","2020-11-09"
"11187","0","HAMMONDS PLAINS","RD","HAMMONDS PLAINS","HAMMONDS PLAINS RD","OPEN","HRM","2006-04-01","ARTERIAL","DM","600000077","","","337.26532386","HAMMONDS PLAINS RD (POCKWOCK RD TO WALLACE HILL RD)","HAMMONDS PLAINS RD (HAMMONDS PLAINS)","ASPHALT","9.84400000","10.00000000","2015-12-18","0","13.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-11-09","2020-11-09"
"11188","0","LAKE","DR","BEDFORD","LAKE DR","OPEN","HRM","","LOCAL STREET","DM","100000398","","","388.73352684","LAKE DR (BEDFORD HILLS RD TO FOREST LANE)","LAKE DR (BEDFORD)","ASPHALT","4.70000000","9.10000000","2014-09-11","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-09-14","2020-11-09"
"11189","0","STARBOARD","DR","HALIFAX","STARBOARD DR","OPEN","HRM","2003-03-03","MINOR COLLECTOR","DM","300003659","","","72.30666986","STARBOARD DR (LARRY UTECK BLVD TO BRIGADIER CRT)","STARBOARD DR (HALIFAX)","ASPHALT","5.97400000","14.00000000","2014-08-19","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-31","2020-11-09"
"11190","0","LADY HAMMOND","RD","HALIFAX","LADY HAMMOND RD","OPEN","HRM","","MAJOR COLLECTOR","DM","700004932","","","60.56478077","","LADY HAMMOND RD (HALIFAX)","ASPHALT","9.84400000","12.00000000","2014-02-04","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-12-16","2020-11-09"
"11191","0","IRENE","AVE","LOWER SACKVILLE","IRENE AVE","OPEN","HRM","","LOCAL STREET","DM","100000488","","","190.68445364","IRENE AVE (HILLSIDE CRT TO LOIS DR)","IRENE AVE (LOWER SACKVILLE)","ASPHALT","7.92300000","9.10000000","2014-09-02","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-07-12","2020-11-09"
"11192","0","GLENN","AVE","DARTMOUTH","GLENN AVE","OPEN","HRM","","LOCAL STREET","DM","200000982","","","79.33294388","GLENN AVE (HILTON DR TO GLENN CRT)","GLENN AVE (DARTMOUTH)","ASPHALT","6.67900000","10.00000000","2014-06-17","2","0.00000000","0.00000000","0.00000000","0.00000000","","2025-03-05","2001-10-25","2022-09-12"
